timestamp,plot_id,temperature,humidity,moisture,source
11/14/2025,1,17.54,83.53,43.23,synthetic_baseline
2/7/2025,2,16.67,78.09,55.49,synthetic_baseline
9/27/2025,3,20.43,80.14,58.85,synthetic_baseline
9/9/2025,1,19.6,77.62,53.26,synthetic_baseline
12/15/2024,2,20.84,88.94,47.14,synthetic_baseline
10/7/2025,3,16.5,83.47,64.71,synthetic_baseline
5/17/2025,1,17.64,65.96,44.01,synthetic_baseline
3/27/2025,2,16.18,69.35,54.92,synthetic_baseline
2/15/2025,3,18.14,81.94,64.5,synthetic_baseline
11/15/2025,1,16.14,72.19,63.74,synthetic_baseline
1/9/2025,2,17.25,77.57,61.97,synthetic_baseline
6/25/2025,3,19.59,69.18,43.71,synthetic_baseline
1/9/2025,1,17.97,88.93,61.62,synthetic_baseline
10/8/2025,2,20.9,79.06,40.02,synthetic_baseline
8/20/2025,3,16.31,73.93,41.26,synthetic_baseline
5/21/2025,1,18.23,71.57,47.02,synthetic_baseline
6/6/2025,2,16.17,79.35,64.75,synthetic_baseline
9/6/2025,3,18.09,85.83,64.68,synthetic_baseline
3/30/2025,1,20.51,82.82,51.41,synthetic_baseline
1/29/2025,2,18.62,68.57,49.63,synthetic_baseline
6/30/2025,3,18.93,82.19,52.98,synthetic_baseline
3/20/2025,1,19.64,79.31,54.54,synthetic_baseline
2/14/2025,2,16.41,67.18,51.92,synthetic_baseline
7/26/2025,3,17.52,82.19,43.14,synthetic_baseline
4/17/2025,1,19.15,83.1,52.77,synthetic_baseline
12/20/2024,2,20.19,70.23,65.44,synthetic_baseline
5/7/2025,3,19.51,78.99,55.32,synthetic_baseline
9/10/2025,1,19.38,75.95,59.9,synthetic_baseline
12/2/2025,2,17.92,65.95,65.71,synthetic_baseline
4/29/2025,3,19.96,76.1,52.66,synthetic_baseline
8/15/2025,1,18.74,78.17,47.56,synthetic_baseline
10/10/2025,2,16.51,78.56,40.33,synthetic_baseline
10/25/2025,3,17.7,73.53,61.37,synthetic_baseline
7/20/2025,1,20.69,68.82,49.95,synthetic_baseline
3/3/2025,2,17.86,67.09,61.06,synthetic_baseline
10/8/2025,3,17.06,67.37,40.59,synthetic_baseline
4/22/2025,1,19.79,73.74,47.52,synthetic_baseline
12/12/2025,2,16.19,84.94,54.33,synthetic_baseline
10/31/2025,3,16.4,65.93,40.78,synthetic_baseline
11/11/2025,1,16.81,89.53,60.92,synthetic_baseline
10/11/2025,2,17.38,88.83,66.89,synthetic_baseline
2/11/2025,3,17.26,76.68,49.6,synthetic_baseline
2/22/2025,1,19.15,65.36,61.61,synthetic_baseline
6/6/2025,2,20.81,71.31,47.89,synthetic_baseline
3/19/2025,3,18.38,77.94,57.71,synthetic_baseline
4/3/2025,1,17.85,73.98,50.52,synthetic_baseline
1/26/2025,2,18.01,65.87,66.38,synthetic_baseline
9/5/2025,3,16.74,84.06,47.7,synthetic_baseline
8/12/2025,1,17.43,72.35,44.03,synthetic_baseline
2/27/2025,2,19.29,72.89,59.96,synthetic_baseline
6/27/2025,3,17.71,85.89,58.98,synthetic_baseline
12/6/2025,1,20.01,81.54,41.93,synthetic_baseline
9/30/2025,2,16.28,68.98,56.39,synthetic_baseline
10/31/2025,3,16.14,67.49,46.78,synthetic_baseline
7/7/2025,1,19.19,72.76,64.88,synthetic_baseline
7/21/2025,2,20.49,71.03,48.3,synthetic_baseline
3/17/2025,3,17.65,87.38,43.69,synthetic_baseline
9/18/2025,1,19.83,85.55,55.57,synthetic_baseline
8/27/2025,2,19.31,82.16,41.28,synthetic_baseline
5/20/2025,3,19.54,72.69,55.97,synthetic_baseline
10/20/2025,1,20.05,75.79,43.62,synthetic_baseline
6/5/2025,2,17.71,67.42,53.73,synthetic_baseline
9/16/2025,3,16.78,87.13,41.67,synthetic_baseline
7/24/2025,1,17.62,81.51,57.88,synthetic_baseline
6/19/2025,2,17.49,83.73,48.68,synthetic_baseline
3/22/2025,3,16.96,85.03,55.3,synthetic_baseline
7/14/2025,1,18.73,79.75,54.13,synthetic_baseline
8/9/2025,2,20.43,76.45,47.72,synthetic_baseline
12/9/2025,3,17.36,87.06,40.27,synthetic_baseline
10/7/2025,1,18.87,72.37,44.46,synthetic_baseline
10/3/2025,2,18.21,75.04,42.51,synthetic_baseline
3/3/2025,3,18.86,66.75,50.73,synthetic_baseline
4/24/2025,1,17.3,78.76,65.54,synthetic_baseline
9/23/2025,2,17.38,85.36,58.18,synthetic_baseline
6/2/2025,3,17.16,71.25,59.88,synthetic_baseline
9/3/2025,1,19.72,67.88,52.35,synthetic_baseline
2/28/2025,2,19.95,70.44,64.79,synthetic_baseline
11/3/2025,3,17.33,71.63,49.15,synthetic_baseline
12/15/2024,1,16.24,68.07,64.23,synthetic_baseline
11/30/2025,2,19.04,77.32,41.64,synthetic_baseline
1/4/2025,3,20.46,87.35,58.87,synthetic_baseline
3/25/2025,1,18.35,85.36,59.43,synthetic_baseline
1/23/2025,2,16.09,81.76,63.09,synthetic_baseline
3/14/2025,3,19.29,75.51,62.85,synthetic_baseline
6/5/2025,1,19.09,80.03,64.51,synthetic_baseline
4/22/2025,2,18.12,87.89,49.3,synthetic_baseline
4/2/2025,3,16.03,77.68,54.52,synthetic_baseline
11/28/2025,1,16.78,76.24,51.13,synthetic_baseline
10/12/2025,2,19.95,84.47,59.63,synthetic_baseline
12/19/2024,3,19.66,66.02,53.57,synthetic_baseline
7/7/2025,1,16.38,71.4,61.29,synthetic_baseline
10/25/2025,2,18.65,70.27,42.89,synthetic_baseline
1/1/2025,3,19.23,83.63,57.09,synthetic_baseline
1/28/2025,1,17.73,89.9,42.28,synthetic_baseline
12/24/2024,2,18.14,74.77,66.69,synthetic_baseline
5/11/2025,3,19.7,76.11,65.92,synthetic_baseline
1/13/2025,1,20.84,79.87,43.1,synthetic_baseline
7/15/2025,2,16.48,88.48,47.92,synthetic_baseline
7/8/2025,3,17.54,82.44,56.16,synthetic_baseline
8/29/2025,1,19.84,74.03,51.5,synthetic_baseline
12/12/2025,2,17.85,84.44,45.2,synthetic_baseline
12/7/2025,3,16.87,86.63,50.77,synthetic_baseline
3/15/2025,1,17.37,68.76,61.94,synthetic_baseline
9/16/2025,2,20.05,66.98,65.34,synthetic_baseline
11/21/2025,3,20.97,87.94,60.71,synthetic_baseline
5/6/2025,1,18.65,66.3,47.07,synthetic_baseline
4/17/2025,2,18.51,88.75,47.56,synthetic_baseline
6/28/2025,3,18.16,84.26,58.46,synthetic_baseline
5/23/2025,1,18.17,86.03,41.9,synthetic_baseline
6/14/2025,2,18.43,67.12,44.03,synthetic_baseline
11/20/2025,3,17.07,82.67,41.69,synthetic_baseline
6/18/2025,1,18.9,82.8,66.08,synthetic_baseline
7/16/2025,2,18.68,85.33,46.2,synthetic_baseline
9/2/2025,3,20.27,75.91,45.51,synthetic_baseline
7/25/2025,1,18.38,72.14,41.94,synthetic_baseline
9/3/2025,2,17.87,71.44,59.02,synthetic_baseline
4/5/2025,3,17.72,79.56,61.39,synthetic_baseline
5/21/2025,1,17.15,82.57,59.39,synthetic_baseline
2/25/2025,2,17.67,82.83,43.72,synthetic_baseline
9/16/2025,3,19.21,71.44,43.83,synthetic_baseline
8/22/2025,1,19.62,81.02,56.67,synthetic_baseline
1/15/2025,2,19.7,76.19,47.31,synthetic_baseline
2/23/2025,3,18.38,78.84,49.42,synthetic_baseline
2/5/2025,1,17.72,65.83,62.28,synthetic_baseline
6/23/2025,2,20.91,78.24,62.41,synthetic_baseline
9/29/2025,3,19.02,87.29,63.11,synthetic_baseline
2/23/2025,1,20.51,71.81,46.52,synthetic_baseline
7/30/2025,2,18.27,76.71,58.02,synthetic_baseline
11/21/2025,3,18.39,78.1,45.93,synthetic_baseline
9/17/2025,1,20.47,83.82,43.27,synthetic_baseline
6/11/2025,2,20.56,86.25,66.85,synthetic_baseline
10/18/2025,3,18.53,85.94,62.9,synthetic_baseline
11/24/2025,1,20.21,85.87,61.94,synthetic_baseline
11/22/2025,2,16.74,77.75,51.58,synthetic_baseline
3/11/2025,3,17.33,76.17,49.73,synthetic_baseline
7/5/2025,1,20.81,80.52,43.78,synthetic_baseline
7/25/2025,2,17.45,80.3,63.86,synthetic_baseline
8/19/2025,3,19.72,86.7,65.6,synthetic_baseline
7/11/2025,1,17.51,80.7,59.92,synthetic_baseline
3/30/2025,2,16.86,81.97,54.05,synthetic_baseline
8/1/2025,3,18.85,79.14,66.48,synthetic_baseline
6/21/2025,1,19.95,87.57,46.51,synthetic_baseline
3/6/2025,2,16.9,85.35,49.43,synthetic_baseline
3/19/2025,3,19.96,83.38,59.2,synthetic_baseline
5/16/2025,1,16.34,89.6,58.21,synthetic_baseline
1/6/2025,2,19.18,74.1,62.38,synthetic_baseline
10/16/2025,3,20.06,73.13,66.61,synthetic_baseline
7/7/2025,1,18.35,69.99,57.29,synthetic_baseline
6/30/2025,2,19.12,68.8,60.44,synthetic_baseline
1/2/2025,3,16.8,78.28,60.71,synthetic_baseline
11/12/2025,1,19.44,65.55,40.02,synthetic_baseline
1/29/2025,2,20.25,85.5,64.06,synthetic_baseline
4/6/2025,3,18.27,73.44,56.21,synthetic_baseline
3/26/2025,1,16.37,82.64,62.18,synthetic_baseline
7/3/2025,2,19.92,65.06,64.15,synthetic_baseline
9/11/2025,3,16.58,74.4,47.35,synthetic_baseline
7/24/2025,1,18.33,85.21,65.46,synthetic_baseline
1/15/2025,2,16.57,85.16,47.97,synthetic_baseline
3/30/2025,3,16.89,81.86,51.32,synthetic_baseline
4/3/2025,1,17.93,80.14,50.07,synthetic_baseline
12/24/2024,2,18.92,82.42,66.19,synthetic_baseline
1/30/2025,3,17.42,76.56,42.58,synthetic_baseline
12/14/2024,1,16.83,71.3,61.89,synthetic_baseline
11/23/2025,2,17.34,88.79,54.77,synthetic_baseline
10/6/2025,3,17.61,89.68,56.31,synthetic_baseline
1/31/2025,1,19.5,67.6,42.52,synthetic_baseline
9/20/2025,2,17.94,78.71,40.52,synthetic_baseline
10/31/2025,3,16.66,81.15,53.15,synthetic_baseline
3/23/2025,1,19.8,84.63,58.2,synthetic_baseline
2/16/2025,2,18.26,73.85,65.47,synthetic_baseline
3/18/2025,3,16.01,69.69,50.42,synthetic_baseline
3/14/2025,1,17.57,82.74,60.5,synthetic_baseline
11/7/2025,2,19.35,68.57,59.11,synthetic_baseline
5/7/2025,3,20.72,80.02,62.08,synthetic_baseline
8/4/2025,1,16.75,73.62,53.15,synthetic_baseline
7/21/2025,2,20.43,74.61,46.82,synthetic_baseline
5/26/2025,3,16.85,87.27,61.74,synthetic_baseline
12/7/2025,1,20.97,85.22,58.28,synthetic_baseline
2/14/2025,2,16.66,74.4,46.9,synthetic_baseline
12/16/2024,3,17.25,84.08,52.45,synthetic_baseline
10/21/2025,1,20.45,76.86,50.49,synthetic_baseline
7/5/2025,2,19.19,82.25,53.16,synthetic_baseline
11/20/2025,3,17.09,68.78,42.39,synthetic_baseline
6/7/2025,1,17.32,82.33,53.88,synthetic_baseline
5/11/2025,2,19.67,86.69,66.92,synthetic_baseline
2/23/2025,3,18.01,83.29,58.59,synthetic_baseline
12/31/2024,1,20.65,86.36,47.86,synthetic_baseline
7/18/2025,2,20.37,85.62,53.91,synthetic_baseline
5/15/2025,3,20.62,87.65,43.29,synthetic_baseline
5/9/2025,1,18.99,82.95,60.55,synthetic_baseline
11/7/2025,2,19.49,80.51,59.16,synthetic_baseline
9/16/2025,3,18.5,69.45,54.27,synthetic_baseline
5/30/2025,1,17.49,81.78,55.04,synthetic_baseline
3/28/2025,2,18.18,70.32,49.78,synthetic_baseline
6/7/2025,3,18.48,65.23,45.14,synthetic_baseline
4/30/2025,1,16.56,89.32,52.63,synthetic_baseline
5/29/2025,2,17.55,79.5,46.19,synthetic_baseline
11/24/2025,3,20.67,79.7,46.46,synthetic_baseline
3/2/2025,1,19.06,81.93,48.72,synthetic_baseline
1/18/2025,2,18.65,68.31,64.76,synthetic_baseline
9/5/2025,3,18.52,71.75,62.23,synthetic_baseline
11/13/2025,1,20.07,84.52,47.48,synthetic_baseline
3/24/2025,2,16.37,88.32,56.02,synthetic_baseline
10/15/2025,3,20.12,75.96,48.38,synthetic_baseline
6/17/2025,1,20.51,69.71,54.95,synthetic_baseline
5/15/2025,2,19.17,78.75,41.94,synthetic_baseline
3/26/2025,3,20.16,88.61,55.06,synthetic_baseline
1/7/2025,1,17.04,80.32,52.56,synthetic_baseline
7/17/2025,2,20.63,83.8,57.33,synthetic_baseline
11/8/2025,3,19.66,87.41,63.1,synthetic_baseline
11/22/2025,1,17.79,86.52,54.27,synthetic_baseline
1/6/2025,2,17.36,71.2,64.32,synthetic_baseline
5/7/2025,3,17.88,71.85,66.18,synthetic_baseline
9/10/2025,1,17.32,81.16,55.62,synthetic_baseline
2/4/2025,2,18.23,74.0,48.49,synthetic_baseline
5/10/2025,3,16.15,71.12,56.53,synthetic_baseline
3/6/2025,1,18.41,74.88,55.2,synthetic_baseline
10/7/2025,2,17.0,75.85,45.33,synthetic_baseline
3/31/2025,3,17.34,70.28,59.83,synthetic_baseline
10/9/2025,1,20.07,88.12,61.32,synthetic_baseline
8/14/2025,2,18.34,65.99,60.11,synthetic_baseline
10/30/2025,3,19.3,88.44,41.86,synthetic_baseline
8/4/2025,1,20.71,67.64,47.8,synthetic_baseline
5/8/2025,2,18.76,80.53,46.03,synthetic_baseline
7/10/2025,3,19.04,84.24,60.22,synthetic_baseline
5/8/2025,1,20.75,84.67,46.1,synthetic_baseline
3/21/2025,2,19.61,89.7,52.63,synthetic_baseline
1/17/2025,3,19.85,87.36,49.52,synthetic_baseline
8/18/2025,1,18.38,73.37,53.52,synthetic_baseline
12/25/2024,2,16.18,76.52,43.17,synthetic_baseline
1/17/2025,3,20.99,72.24,66.54,synthetic_baseline
7/6/2025,1,17.2,73.33,40.1,synthetic_baseline
12/14/2024,2,20.92,66.69,53.11,synthetic_baseline
5/17/2025,3,20.5,82.37,56.26,synthetic_baseline
10/23/2025,1,17.78,86.31,49.59,synthetic_baseline
3/12/2025,2,17.71,75.52,48.11,synthetic_baseline
1/5/2025,3,18.11,82.15,63.3,synthetic_baseline
5/19/2025,1,20.66,85.95,61.55,synthetic_baseline
8/20/2025,2,20.12,84.45,64.62,synthetic_baseline
1/16/2025,3,18.74,67.48,53.16,synthetic_baseline
8/9/2025,1,16.72,75.48,44.8,synthetic_baseline
12/6/2025,2,17.81,69.07,47.55,synthetic_baseline
12/18/2024,3,19.57,67.67,45.81,synthetic_baseline
4/27/2025,1,17.1,68.3,46.73,synthetic_baseline
3/9/2025,2,18.99,78.69,61.67,synthetic_baseline
